,driver_num,trip_num,v,v_r,accel,bad,prob
0,12.0,1.0,13.058095310697905,6.173904567676066,0.7757195154681327,0.0,1
111,12.0,2.0,17.520538680746245,9.019617108067456,1.1459281431039585,0.0,1
123,12.0,3.0,5.3787419987514635,4.785131013996983,0.7509902876896142,0.0,1
134,12.0,4.0,10.64539942807217,6.874739796960695,0.911671404129736,0.0,1
145,12.0,5.0,,,,1.0,1
156,12.0,6.0,17.06034553554746,7.209885713566714,0.7128892686462436,0.0,1
167,12.0,7.0,23.21360398592173,4.458646149607624,0.8377814373031853,0.0,1
178,12.0,8.0,14.025261585739761,6.076300507070587,1.0825577654944283,0.0,1
189,12.0,9.0,19.174760880987076,4.4152144056323355,0.7438995507815829,0.0,1
1,12.0,10.0,13.610536092609095,5.89705421983441,0.9864748025071357,0.0,1
12,12.0,11.0,14.563232265473262,3.090631170539356,0.8368310168975093,0.0,1
23,12.0,12.0,,,,1.0,1
34,12.0,13.0,16.214986191988736,5.179230636112693,1.204919459177436,0.0,1
45,12.0,14.0,15.907467455517137,6.5970499177706605,0.9694814665049734,0.0,1
56,12.0,15.0,8.726808123988082,4.703254757105493,0.6832419906043743,0.0,1
67,12.0,16.0,16.757396302097913,6.059580501267731,0.8805233956147838,0.0,1
78,12.0,17.0,25.91606662689908,6.016052860732968,0.8992620402020712,0.0,1
89,12.0,18.0,18.73734063456243,5.518107949268402,0.7107507404216342,0.0,1
100,12.0,19.0,11.30663126570973,5.715887140191685,1.4546988389557072,0.0,1
112,12.0,20.0,18.26632445205199,5.6448766454498776,0.8879640430944491,0.0,1
114,12.0,21.0,12.050242258869531,7.599462494299884,0.6243664527010555,0.0,1
115,12.0,22.0,20.33371836316735,5.796993606201738,0.8143701115802582,0.0,1
116,12.0,23.0,16.046058594312743,5.432357856763865,0.8231336405008491,0.0,1
117,12.0,24.0,,,,1.0,1
118,12.0,25.0,15.016768958512408,6.138223612881776,0.9198848544772087,0.0,1
119,12.0,26.0,20.8973817257773,7.672725150496058,0.8672124045081038,0.0,1
120,12.0,27.0,,,,1.0,1
121,12.0,28.0,11.277574250336206,5.41687432823925,0.661541843931877,0.0,1
122,12.0,29.0,,,,1.0,1
124,12.0,30.0,26.596217474568224,7.662181424773029,1.01314704761786,0.0,1
125,12.0,31.0,,,,1.0,1
126,12.0,32.0,16.43746303698899,7.090130367571425,1.337974425978718,0.0,1
127,12.0,33.0,16.960189831580283,9.65462758036533,0.9739544872722288,0.0,1
128,12.0,34.0,7.960385423592604,6.895760496353573,1.236701903761654,0.0,1
129,12.0,35.0,20.478273433016142,5.81438545464467,0.8026493863513355,0.0,1
130,12.0,36.0,16.39219224346636,7.0087803336517,1.0924495467340556,0.0,1
131,12.0,37.0,15.371732275913242,6.100229803065198,0.8000937136403152,0.0,1
132,12.0,38.0,11.667885631433055,6.598669409743053,0.5362924535639486,0.0,1
133,12.0,39.0,21.046078573513192,5.13958420891713,0.8056275364503573,0.0,1
135,12.0,40.0,9.570701264779082,6.265745532754864,1.507491631686813,0.0,1
136,12.0,41.0,,,,1.0,1
137,12.0,42.0,11.92753324132632,5.012436506538823,0.841462459855709,0.0,1
138,12.0,43.0,16.889171397076623,7.696924884428999,1.210807897571632,0.0,1
139,12.0,44.0,9.334580361119537,5.314108506897418,0.654625046641466,0.0,1
140,12.0,45.0,,,,1.0,1
141,12.0,46.0,12.131276721701033,4.817948146478415,0.5213297095963956,0.0,1
142,12.0,47.0,17.895274365577365,6.87878640423721,0.7007270701846942,0.0,1
143,12.0,48.0,,,,1.0,1
144,12.0,49.0,26.351335698181575,7.727452467741962,0.9220887092558421,0.0,1
146,12.0,50.0,13.439818705744283,5.174804143796905,0.5934048598622752,0.0,1
147,12.0,51.0,6.995797904262258,6.357658169185702,0.6470690820989793,0.0,1
148,12.0,52.0,,,,1.0,1
149,12.0,53.0,28.609433323282904,6.131872934973677,1.029081995019582,0.0,1
150,12.0,54.0,,,,1.0,1
151,12.0,55.0,20.782624280477535,6.034683554581042,0.8706010568260609,0.0,1
152,12.0,56.0,11.586600921265225,5.463404704903147,0.5701788883720695,0.0,1
153,12.0,57.0,11.386209349070189,5.349862904930795,0.9593561811458411,0.0,1
154,12.0,58.0,20.313817643203055,5.0912044548559185,0.9630437940066727,0.0,1
155,12.0,59.0,13.673433674263084,4.323042793795361,1.2123560837344662,0.0,1
157,12.0,60.0,11.844506977121561,7.821439889786249,1.6337265865464765,0.0,1
158,12.0,61.0,14.33116507635516,1.8035860972909532,0.8765009322535597,0.0,1
159,12.0,62.0,3.732060338688698,5.528425703729159,2.437762016582999,0.0,0
160,12.0,63.0,2.9266836458032746,2.6802447741008373,1.1257238450189293,0.0,1
161,12.0,64.0,13.686551705794468,7.272411424955792,1.3542085171429878,0.0,1
162,12.0,65.0,17.976227322288967,7.635600779853215,1.1212428979666331,0.0,1
163,12.0,66.0,25.642048991369947,5.57514368290497,1.2144467925205102,0.0,1
164,12.0,67.0,16.86153498281035,9.090802014799937,0.9801345798877676,0.0,1
165,12.0,68.0,,,,1.0,1
166,12.0,69.0,,,,1.0,1
168,12.0,70.0,10.119947622352568,5.732227481293305,0.3363816080446256,0.0,1
169,12.0,71.0,19.151267683284015,5.91794438569717,0.8417887483179616,0.0,1
170,12.0,72.0,,,,1.0,1
171,12.0,73.0,18.4141850956432,4.597951545429952,0.6214251662404084,0.0,1
172,12.0,74.0,13.213418566089699,5.304834970824633,1.0284758302630408,0.0,1
173,12.0,75.0,9.757116785156422,6.825311427221744,0.9164040109399147,0.0,1
174,12.0,76.0,,,,1.0,1
