,driver_num,trip_num,v,v_r,accel,bad,prob
0,10.0,1.0,20.69227180801628,6.4174343115801715,0.9659383576005283,0.0,1
111,10.0,2.0,23.080543098931955,4.649876937860874,1.2460812711202305,0.0,1
123,10.0,3.0,12.402055702092264,5.8342908483071,0.7373931069563557,0.0,1
134,10.0,4.0,10.398439895184474,6.597702602301959,0.6617297524615307,0.0,1
145,10.0,5.0,16.567374196733297,8.723057237377716,1.1407165962252357,0.0,1
156,10.0,6.0,12.66834926365537,6.654588283291164,0.7647068343204815,0.0,1
167,10.0,7.0,16.65961065605842,7.677715938429807,0.8455351853224427,0.0,1
178,10.0,8.0,13.82104624302628,6.123526352410213,0.7402188324205925,0.0,1
189,10.0,9.0,,,,1.0,1
1,10.0,10.0,18.33216365562921,6.669493964876239,1.0121168376577039,0.0,1
12,10.0,11.0,14.836434694685225,5.48484522290365,0.7015082311632526,0.0,1
23,10.0,12.0,21.188650282344334,7.015108386631416,0.7584319780646922,0.0,1
34,10.0,13.0,10.918004314971418,4.783259880385835,1.3824404736998481,0.0,1
45,10.0,14.0,17.3379908985307,5.815476644042606,0.9561729621534703,0.0,1
56,10.0,15.0,18.5272225758679,6.13421605806418,1.047865674836709,0.0,1
67,10.0,16.0,11.033277364361657,6.305708884878453,1.0612989415546359,0.0,1
78,10.0,17.0,,,,1.0,1
89,10.0,18.0,12.213294580161921,4.030431901691525,0.9936679787225398,0.0,1
100,10.0,19.0,20.84316999090254,8.742908519220114,1.2683785369209186,0.0,0
112,10.0,20.0,15.941247807515097,7.386704140215267,0.8457768839823903,0.0,1
114,10.0,21.0,9.489482250618181,4.072791506123558,0.6986679861771936,0.0,1
115,10.0,22.0,10.866057218035714,5.571552505962564,1.26822593591878,0.0,1
116,10.0,23.0,12.025542843480345,5.042654746308949,1.0789145627326455,0.0,1
117,10.0,24.0,16.363911854689558,7.418453669940782,0.9563577477685534,0.0,1
118,10.0,25.0,16.41494938960452,6.6594371558761125,1.1491179670564051,0.0,1
119,10.0,26.0,26.575031073423183,9.882103861735382,1.099856312555458,0.0,0
120,10.0,27.0,15.963436828758981,4.679431971486138,1.0129112052488942,0.0,1
121,10.0,28.0,11.35076539937963,6.109806277888901,0.818561613225878,0.0,1
122,10.0,29.0,,,,1.0,1
124,10.0,30.0,18.145645240264432,7.76281368223473,1.2305680046954048,0.0,1
125,10.0,31.0,16.46559434586907,7.492152933655785,0.8899516194819102,0.0,1
126,10.0,32.0,13.4858179603497,6.596238111909676,1.3452642449063772,0.0,1
127,10.0,33.0,,,,1.0,1
128,10.0,34.0,,,,1.0,1
129,10.0,35.0,17.130939588404257,6.486668786241997,0.9752921544745607,0.0,1
130,10.0,36.0,14.051444495742343,4.552756409666391,1.3450064394814527,0.0,1
131,10.0,37.0,16.595866997987613,7.703136798182467,0.6948123378101698,0.0,1
132,10.0,38.0,,,,1.0,1
133,10.0,39.0,16.858230584438118,6.826549192740501,1.0072570034591415,0.0,1
135,10.0,40.0,18.76075143267915,6.42150919036673,1.228524712492149,0.0,1
136,10.0,41.0,15.391688454107282,7.171055719385688,1.0307000744769663,0.0,1
137,10.0,42.0,16.110667754301964,7.820852283665476,0.7509256213879283,0.0,1
