317744	39.93	30.0
317746	39.93	30.0
317800	14.41	20.0
317856	170.42	30.0
317859	170.42	30.0
317916	33.64	30.0
317976	208.52	30.0
317978	208.52	30.0
318037	454.86	20.0
318040	454.86	20.0
318099	173.43	20.0
318102	173.43	20.0
318158	209.24	30.0
318161	209.24	30.0
318268	123.15	30.0
318271	123.15	30.0
318335	814.73	20.0
318338	814.73	20.0
318395	375.24	30.0
318444	16.53	20.0
318495	97.93	40.0
318547	15.66	20.0
318602	53.72	20.0
318653	29.37	20.0
318755	177.93	20.0
318809	122.74	20.0
318811	122.74	20.0
318874	40.65	20.0
318925	164.98	30.0
318928	164.98	30.0
319031	198.47	30.0
319034	198.47	30.0
319156	172.72	30.0
319160	172.72	30.0
319275	275.14	30.0
319279	275.14	30.0
319333	12.44	40.0
319389	112.98	30.0
319391	112.98	30.0
319455	14.94	40.0
319568	72.24	30.0
319572	72.24	30.0
319629	125.75	20.0
319633	125.75	20.0
319780	89.95	40.0
319870	14.91	20.0
319986	271.98	30.0
319989	271.98	30.0
320034	98.84	30.0
320037	98.84	30.0
320202	109.88	20.0
320204	109.88	20.0
320259	859.90	30.0
320315	43.78	20.0
320365	60.16	20.0
320420	206.49	20.0
320600	29.47	30.0
320653	283.35	100.0
320704	100.86	30.0
320758	24.13	30.0
320810	14.51	30.0
320860	34.05	20.0
320863	34.05	20.0
320911	139.65	20.0
320914	139.65	20.0
320968	989.35	20.0
320971	989.35	20.0
321027	27.03	40.0
321089	138.98	20.0
321090	138.98	20.0
321143	225.68	20.0
321189	132.82	20.0
321191	132.82	20.0
321237	886.66	30.0
321283	201.99	30.0
321331	482.30	30.0
321385	41.27	30.0
321387	41.27	30.0
321428	103.56	20.0
321431	103.56	20.0
321487	249.91	30.0
321491	249.91	30.0
321654	110.00	30.0
321657	110.00	30.0
321716	211.00	100.0
321763	466.43	30.0
321766	466.43	30.0
321847	210.54	40.0
321908	457.05	30.0
321971	269.55	30.0
321974	269.55	30.0
322024	238.03	30.0
322027	238.03	30.0
322077	104.49	30.0
322080	104.49	30.0
322146	154.81	20.0
322150	154.81	20.0
322210	162.79	20.0
322212	162.79	20.0
322266	209.07	40.0
322318	166.51	30.0
322373	19.26	20.0
322420	228.77	30.0
322424	228.77	30.0
322467	543.29	30.0
322514	242.55	30.0
322516	242.55	30.0
322568	435.96	30.0
322619	234.39	30.0
322623	234.39	30.0
322688	101.30	40.0
322742	116.23	20.0
322745	116.23	20.0
322796	11.72	30.0
322798	11.72	30.0
322850	81.52	30.0
322903	263.89	20.0
322904	263.89	20.0
322956	31.30	30.0
322958	31.30	30.0
322997	144.16	20.0
323001	144.16	20.0
323120	17.08	20.0
323210	23.02	20.0
323295	193.80	30.0
323298	193.80	30.0
323342	117.22	30.0
323345	117.22	30.0
323398	444.10	20.0
323401	444.10	20.0
323451	252.58	20.0
323455	252.58	20.0
323500	84.37	30.0
323504	84.37	30.0
323563	244.28	30.0
323622	393.01	30.0
323625	393.01	30.0
323682	34.98	40.0
323747	92.07	30.0
323794	82.45	30.0
323796	82.45	30.0
323895	74.74	30.0
323930	189.13	30.0
323933	189.13	30.0
323991	377.67	30.0
323994	377.67	30.0
324051	404.63	30.0
324052	404.63	30.0
324103	271.50	30.0
324106	271.50	30.0
324155	128.44	30.0
324157	128.44	30.0
324214	86.51	30.0
324217	86.51	30.0
324381	224.41	30.0
324451	239.88	30.0
324517	105.48	20.0
324518	105.48	20.0
324591	459.27	30.0
324663	459.01	30.0
324729	11.36	40.0
324791	269.10	20.0
324793	269.10	20.0
324866	245.07	40.0
324938	213.91	30.0
325015	207.40	30.0
325017	207.40	30.0
325087	285.80	20.0
325090	285.80	20.0
325141	12.95	20.0
325263	24.19	30.0
325265	24.19	30.0
325323	285.88	30.0
325326	285.88	30.0
325374	94.95	30.0
325377	94.95	30.0
325431	10.50	30.0
325434	10.50	30.0
325471	110.49	20.0
325520	382.10	30.0
325524	382.10	30.0
325594	103.21	100.0
325645	76.40	5.0
325690	25.92	20.0
325691	25.92	20.0
325741	46.03	30.0
325744	46.03	30.0
325799	479.45	30.0
325848	58.37	40.0
325902	83.99	20.0
325905	83.99	20.0
325956	15.01	20.0
326006	8.49	30.0
326061	47.57	40.0
326127	90.22	30.0
326193	25.66	30.0
326253	408.98	20.0
326256	408.98	20.0
326319	77.50	30.0
326322	77.50	30.0
326389	194.12	20.0
326391	194.12	20.0
326444	566.59	40.0
326496	205.41	30.0
326500	205.41	30.0
326550	277.46	30.0
326554	277.46	30.0
326613	432.47	30.0
326616	432.47	30.0
326667	35.74	40.0
326726	148.51	30.0
326730	148.51	30.0
326785	100.03	30.0
326788	100.03	30.0
326868	480.44	30.0
326871	480.44	30.0
326926	201.44	30.0
326930	201.44	30.0
326979	328.02	20.0
327022	227.30	30.0
327026	227.30	30.0
327081	286.61	100.0
327131	46.26	100.0
327181	86.45	30.0
327183	86.45	30.0
327225	124.17	30.0
327228	124.17	30.0
327274	348.34	30.0
327277	348.34	30.0
327328	76.21	30.0
327330	76.21	30.0
327378	47.82	20.0
327415	281.20	30.0
327419	281.20	30.0
327506	171.61	30.0
327509	171.61	30.0
327542	19.90	20.0
327545	19.90	20.0
327577	93.93	20.0
327580	93.93	20.0
327634	107.43	30.0
327637	107.43	30.0
327697	135.73	30.0
327701	135.73	30.0
327771	324.84	30.0
327775	324.84	30.0
327831	647.01	30.0
327834	647.01	30.0
327869	54.53	30.0
327872	54.53	30.0
327925	200.58	30.0
327978	106.47	30.0
327981	106.47	30.0
328022	734.24	30.0
328026	734.24	30.0
328082	325.33	30.0
328086	325.33	30.0
328149	145.01	30.0
328153	145.01	30.0
328212	113.24	20.0
328213	113.24	20.0
328346	25.11	20.0
328465	142.57	30.0
328468	142.57	30.0
328521	114.54	30.0
328525	114.54	30.0
328733	91.41	20.0
328800	174.62	20.0
328804	174.62	20.0
328949	91.25	30.0
328952	91.25	30.0
329013	23.69	5.0
329015	23.69	5.0
329072	158.70	30.0
329076	158.70	30.0
329141	104.67	20.0
329144	104.67	20.0
329258	179.79	20.0
